"id","ean","nombre","descripcion","imagen","precio","precio_con_descuento","departamento","categoria","subcategoria"
"8999e1d9-7f4d-443c-8047-10b584c3bc43","7501089809315",Suspensión Eskapar Compuesto de 120ml,"Suspensión Eskapar Compuesto de 120mlLas imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.",https://chedrauimx.vtexassets.com/arquivos/ids/33111391/7501089809315_00.jpg?v=638573599497200000,$319.00,$319.00,Farmacia,Medicamentos,""
"090b6a51-e74d-4f47-a658-a2c2f6af64b3","750402511289",Funda Jordache Premium Estándar Rojo Medio,Funda Jordache premium estándar.,https://chedrauimx.vtexassets.com/arquivos/ids/32799248/7504025112890_00.jpg?v=638567430435700000,$0.00,$0.00,Hogar y jardin,Recamara,""
"95aeb962-83da-4381-a848-55204287f429","7502271562384",Labial en Barra Ole! Cosmetics Cocoa,"Labial en barra Olé! tiene un gran poder cubriente que protege los labios con una película uniforme de color que protege y humecta.Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.",https://chedrauimx.vtexassets.com/arquivos/ids/31660747/7502271562384_00.jpg?v=638554656494800000,$30.00,$30.00,Belleza,Cosmeticos,Maquillaje para labios
edcebef6-416c-466a-a056-16f8719a9da5,"7506227349685",Celular Samsung Galaxy A14 4g 128GB Plata Telcel  -Liquidación-,Telcel Samsung A14 128GB Plata Términos y Condiciones,https://chedrauimx.vtexassets.com/arquivos/ids/31837200/7506227349685_00.jpg?v=638556604230630000,"$4,999.00","$1,999.00",Tecnologia,"Celulares, telefonia y wearables",Celulares y smartphones
"05117cf4-6e3e-4693-b3c8-061d354852e1","7502268157173",Cepillo Fanelle Con Espejo FCEG-1 1 pz,"Cepillo Fanelle Con Espejo FCEG-1 1 pzLas imágenes del producto son únicamente de referencia, el diseño de etiquetas, colores, contenidos y accesorios pueden cambiar y/o variar sin previo aviso.",https://chedrauimx.vtexassets.com/arquivos/ids/31836873/7502268157173_00.jpg?v=638556602263200000,$97.90,$97.90,Cuidado e higiene personal,Cuidado capilar,""
"9f07e5e3-d5f2-4d9e-9a87-2ecebd49d2e2","17502268156425",Cepillo Fanelle para Cabello Metálico C/6,"Ondulado con mago Las imágenes del producto son únicamente de referencia, el diseño de etiquetas, colores, contenidos y accesorios pueden cambiar y/o variar sin previo aviso.",https://chedrauimx.vtexassets.com/arquivos/ids/31830531/7502268156428_00.jpg?v=638556562112230000,$139.00,$139.00,Cuidado e higiene personal,Cuidado capilar,""
cfe1ef90-1974-457e-a2c1-8082b70d3da6,"750108010263",Tinte de Cabello Lady Grecian 5 Cabello Maltratado Castaño Negro 120ml,"Cubre las canas sin maltratar tu cabello.Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.",https://chedrauimx.vtexassets.com/arquivos/ids/31824139/7501080102637_00.jpg?v=638556532466900000,$97.50,$97.50,Cuidado e higiene personal,Cuidado capilar,""
"8bdda002-a384-4ba0-ab7a-3af77e5eb02e","52800676886",Acondicionador Ogx Keratin Keratin 385g,"Acondicionador Ogx Keratin Keratin 385gLas imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.",https://chedrauimx.vtexassets.com/arquivos/ids/33252296/52800676886_00.jpg?v=638576040559700000,$173.00,$167.00,Cuidado e higiene personal,Cuidado capilar,""
"3cecdef2-347a-47e1-935c-dab1a62a571b","41554566772",Labial en Barra Maybelline New York Color Sensational Pink for Me 4.2g,"Usa el tono Pink for Me de acabado mate en tus labios, traído a ti por la línea Color Sensational Made for All de Maybelline.Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.",https://chedrauimx.vtexassets.com/arquivos/ids/33216749/41554566772_00.jpg?v=638575368759100000,$135.00,$135.00,Belleza,Cosmeticos,Maquillaje para labios
"918b3410-01df-42ab-b41a-d7e4e4a675bf","8500001623",Vino Tinto EUA Ghost Pines Cabernet Sauvignon 750ml,"Ghost Pines Cabernet es un ensamblaje de las más prestigiosas apelaciones de California. Su enólogo no se deja limitar por la geografía de una apelación y rompe las fronteras mezclando las mejores cepas de las mejores regiones de California. 
*Las imágenes del producto son únicamente de referencia, las añadas y diseños de etiquetas pueden cambiar sin previo aviso",https://chedrauimx.vtexassets.com/arquivos/ids/33490517/85000016237_00.jpg?v=638580864393530000,$500.01,$489.00,Vinos y licores,Vinos,Vinos tintos
"66d2f2d5-ac03-4627-9270-456f9e98b2ae","750402511374",Funda Jordache Premium Estándar Café Medio,Funda Jordache premium estándar.,https://chedrauimx.vtexassets.com/arquivos/ids/32799249/7504025113743_00.jpg?v=638567430439300000,$0.00,$0.00,Hogar y jardin,Recamara,""
"5c731396-3def-42a5-99fc-f676bb1022f2","9999918542560",Rice Cake Nutre y Vive 88g,"Rice Cake Nutre y Vive 88g

Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.",https://chedrauimx.vtexassets.com/arquivos/ids/32052576/7500463308819_00.jpg?v=638558996966030000,$32.00,$32.00,Supermercado,Despensa,Cereales y barras
bdecc0c6-f859-43f4-ba32-671b0d1538d8,"750402511291",Funda Jordache Premium Estándar Café Obscuro.,Funda Jordache premium estándar.,https://chedrauimx.vtexassets.com/arquivos/ids/32799246/7504025112913_00.jpg?v=638567430427230000,$0.00,$0.00,Hogar y jardin,Recamara,""
